fecha,momento,ingrediente,dosis,estado,origen
2026-07-23,medianoche,ARROZ,25,dado,orig24
2026-07-23,medianoche,CALCIVET,"0,5",dado,orig24
2026-07-24,mediodia,PECHUGA,100,dado,orig24
2026-07-24,mediodia,MUSLO,25,dado,orig24
2026-07-24,mediodia,ZAPALLITO,25,dado,orig24
2026-07-24,mediodia,ARROZ,25,dado,orig24
2026-07-24,mediodia,JUREL,25,no_dado,orig24
2026-07-24,mediodia,CALCIVET,"0,5",dado,orig24
2026-07-24,mediodia,TAURINA,"0,25",dado,orig24
2026-07-24,mediodia,FM,1,dado,orig24
2026-07-24,medianoche,PECHUGA,100,dado,orig24
2026-07-24,medianoche,MUSLO,25,dado,orig24
2026-07-24,medianoche,ZAPALLITO,25,dado,orig24
2026-07-24,medianoche,ARROZ,25,dado,orig24
2026-07-24,medianoche,CALCIVET,"0,5",dado,orig24
2026-07-25,mediodia,PECHUGA,100,dado,orig24
2026-07-25,mediodia,MUSLO,25,dado,orig24
2026-07-25,mediodia,ZAPALLITO,25,dado,orig24
2026-07-25,mediodia,ARROZ,25,dado,orig24
2026-07-25,mediodia,JUREL,25,dado,orig24
2026-07-25,mediodia,CALCIVET,"0,5",dado,orig24
2026-07-25,mediodia,TAURINA,"0,25",no_dado,orig24
2026-07-25,mediodia,FM,1,dado,orig24
2026-07-25,medianoche,PECHUGA,100,dado,orig24
2026-07-25,medianoche,MUSLO,25,dado,orig24
2026-07-25,medianoche,ZAPALLITO,25,dado,orig24
2026-07-25,medianoche,ARROZ,25,dado,orig24
2026-07-25,medianoche,CALCIVET,"0,5",dado,orig24
2026-07-26,mediodia,PECHUGA,100,dado,orig24
2026-07-26,mediodia,MUSLO,25,dado,orig24
2026-07-26,mediodia,ZAPALLITO,25,dado,orig24
2026-07-26,mediodia,ARROZ,25,dado,orig24
2026-07-26,mediodia,JUREL,25,no_dado,orig24
2026-07-26,mediodia,CALCIVET,"0,5",dado,orig24
2026-07-26,mediodia,TAURINA,"0,25",dado,orig24
2026-07-26,mediodia,FM,1,no_dado,orig24
2026-07-26,medianoche,PECHUGA,100,dado,orig24
2026-07-26,medianoche,MUSLO,25,dado,orig24
2026-07-26,medianoche,ZAPALLITO,25,dado,orig24
2026-07-26,medianoche,ARROZ,25,dado,orig24
2026-07-26,medianoche,CALCIVET,"0,5",dado,orig24
2026-07-27,mediodia,PECHUGA,100,dado,orig26
2026-07-27,mediodia,MUSLO,25,dado,orig26
2026-07-27,mediodia,ZAPALLITO,25,dado,orig26
2026-07-27,mediodia,ARROZ,25,dado,orig26
2026-07-27,mediodia,JUREL,25,dado,orig26
2026-07-27,mediodia,CALCIVET,"0,5",dado,orig26
2026-07-27,mediodia,TAURINA,"0,25",dado,orig26
2026-07-27,mediodia,FM,1,no_dado,orig26
2026-07-27,medianoche,PECHUGA,100,dado,orig26
2026-07-27,medianoche,MUSLO,25,dado,orig26
2026-07-27,medianoche,ZAPALLITO,25,dado,orig26
2026-07-27,medianoche,ARROZ,25,dado,orig26
2026-07-27,medianoche,CALCIVET,"0,5",dado,orig26
2026-07-28,mediodia,PECHUGA,100,dado,orig26
2026-07-28,mediodia,MUSLO,25,dado,orig26
2026-07-28,mediodia,ZAPALLITO,25,dado,orig26
2026-07-28,mediodia,ARROZ,25,dado,orig26
2026-07-28,mediodia,JUREL,25,no_dado,orig26
2026-07-28,mediodia,CALCIVET,"0,5",dado,orig26
2026-07-28,mediodia,TAURINA,"0,25",dado,orig26
2026-07-28,mediodia,FM,1,no_dado,orig26
2026-07-28,medianoche,PECHUGA,100,dado,orig26
2026-07-28,medianoche,MUSLO,25,dado,orig26
2026-07-28,medianoche,ZAPALLITO,25,dado,orig26
2026-07-28,medianoche,ARROZ,25,dado,orig26
2026-07-28,medianoche,CALCIVET,"0,5",dado,orig26
2026-07-29,mediodia,PECHUGA,100,dado,orig26
2026-07-29,mediodia,MUSLO,25,dado,orig26
2026-07-29,mediodia,ZAPALLITO,25,dado,orig26
2026-07-29,mediodia,ARROZ,25,dado,orig26
2026-07-29,mediodia,JUREL,25,dado,orig26
2026-07-29,mediodia,CALCIVET,"0,5",dado,orig26
2026-07-29,mediodia,TAURINA,"0,25",dado,orig26
2026-07-29,mediodia,FM,1,no_dado,orig26
2026-07-29,medianoche,PECHUGA,100,dado,orig26
2026-07-29,medianoche,MUSLO,25,dado,orig26
2026-07-29,medianoche,ZAPALLITO,25,dado,orig26
2026-07-29,medianoche,ARROZ,25,dado,orig26
2026-07-29,medianoche,CALCIVET,"0,5",dado,orig26
2026-07-30,mediodia,PECHUGA,100,dado,orig26
2026-07-30,mediodia,MUSLO,25,dado,orig26
2026-07-30,mediodia,ZAPALLITO,25,dado,orig26
2026-07-30,mediodia,ARROZ,25,dado,orig26
2026-07-30,mediodia,JUREL,25,no_dado,orig26
2026-07-30,mediodia,CALCIVET,"0,5",dado,orig26
2026-07-30,mediodia,TAURINA,"0,25",dado,orig26
2026-07-30,mediodia,FM,1,no_dado,orig26
2026-07-30,medianoche,PECHUGA,100,dado,orig26
2026-07-30,medianoche,MUSLO,25,dado,orig26
2026-07-30,medianoche,ZAPALLITO,25,dado,orig26
2026-07-30,medianoche,ARROZ,25,dado,orig26
2026-07-30,medianoche,CALCIVET,"0,5",dado,orig26
2026-07-31,mediodia,PECHUGA,100,dado,orig26
2026-07-31,mediodia,MUSLO,25,dado,orig26
2026-07-31,mediodia,ZAPALLITO,25,dado,orig26
2026-07-31,mediodia,ARROZ,25,dado,orig26
2026-07-31,mediodia,JUREL,25,dado,orig26
2026-07-31,mediodia,CALCIVET,"0,5",dado,orig26
2026-07-31,mediodia,TAURINA,"0,25",dado,orig26
2026-07-31,mediodia,FM,1,no_dado,orig26
2026-07-31,medianoche,PECHUGA,100,dado,orig26
2026-07-31,medianoche,MUSLO,25,dado,orig26
2026-07-31,medianoche,ZAPALLITO,25,dado,orig26
2026-07-31,medianoche,ARROZ,25,dado,orig26
2026-07-31,medianoche,CALCIVET,"0,5",dado,orig26
2026-08-01,mediodia,PECHUGA,100,dado,orig26
2026-08-01,mediodia,MUSLO,25,dado,orig26
2026-08-01,mediodia,ZAPALLITO,25,dado,orig26
2026-08-01,mediodia,ARROZ,25,dado,orig26
2026-08-01,mediodia,JUREL,25,no_dado,orig26
2026-08-01,mediodia,CALCIVET,"0,5",dado,orig26
2026-08-01,mediodia,TAURINA,"0,25",dado,orig26
2026-08-01,mediodia,FM,1,no_dado,orig26
2026-08-01,medianoche,PECHUGA,100,dado,orig26
2026-08-01,medianoche,MUSLO,25,dado,orig26
2026-08-01,medianoche,ZAPALLITO,25,dado,orig26
2026-08-01,medianoche,ARROZ,25,dado,orig26
2026-08-01,medianoche,CALCIVET,"0,5",dado,orig26
2026-08-02,mediodia,PECHUGA,100,dado,orig26
2026-08-02,mediodia,MUSLO,25,dado,orig26
2026-08-02,mediodia,ZAPALLITO,25,dado,orig26
2026-08-02,mediodia,ARROZ,25,dado,orig26
2026-08-02,mediodia,JUREL,25,dado,orig26
2026-08-02,mediodia,CALCIVET,"0,5",dado,orig26
2026-08-02,mediodia,TAURINA,"0,25",dado,orig26
2026-08-02,mediodia,FM,1,no_dado,orig26
2026-08-02,medianoche,PECHUGA,100,dado,orig26
2026-08-02,medianoche,MUSLO,25,dado,orig26
2026-08-02,medianoche,ZAPALLITO,25,dado,orig26
2026-08-02,medianoche,ARROZ,25,dado,orig26
2026-08-02,medianoche,CALCIVET,"0,5",dado,orig26
2026-08-03,mediodia,PECHUGA,100,dado,orig28
2026-08-03,mediodia,MUSLO,25,dado,orig28
2026-08-03,mediodia,ZAPALLITO,25,dado,orig28
2026-08-03,mediodia,ARROZ,25,dado,orig28
2026-08-03,mediodia,JUREL,25,dado,orig28
2026-08-03,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-03,mediodia,TAURINA,"0,25",dado,orig28
2026-08-03,mediodia,FM,1,no_dado,orig28
2026-08-03,medianoche,PECHUGA,100,dado,orig28
2026-08-03,medianoche,MUSLO,25,dado,orig28
2026-08-03,medianoche,ZAPALLITO,25,dado,orig28
2026-08-03,medianoche,ARROZ,25,dado,orig28
2026-08-03,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-04,mediodia,PECHUGA,100,dado,orig28
2026-08-04,mediodia,MUSLO,25,dado,orig28
2026-08-04,mediodia,ZAPALLITO,25,dado,orig28
2026-08-04,mediodia,ARROZ,25,dado,orig28
2026-08-04,mediodia,JUREL,25,no_dado,orig28
2026-08-04,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-04,mediodia,TAURINA,"0,25",dado,orig28
2026-08-04,mediodia,FM,1,no_dado,orig28
2026-08-04,medianoche,PECHUGA,100,dado,orig28
2026-08-04,medianoche,MUSLO,25,dado,orig28
2026-08-04,medianoche,ZAPALLITO,25,dado,orig28
2026-08-04,medianoche,ARROZ,25,dado,orig28
2026-08-04,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-05,mediodia,PECHUGA,100,dado,orig28
2026-08-05,mediodia,MUSLO,25,dado,orig28
2026-08-05,mediodia,ZAPALLITO,25,dado,orig28
2026-08-05,mediodia,ARROZ,25,dado,orig28
2026-08-05,mediodia,JUREL,25,dado,orig28
2026-08-05,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-05,mediodia,TAURINA,"0,25",dado,orig28
2026-08-05,mediodia,FM,1,no_dado,orig28
2026-08-05,medianoche,PECHUGA,100,dado,orig28
2026-08-05,medianoche,MUSLO,25,dado,orig28
2026-08-05,medianoche,ZAPALLITO,25,dado,orig28
2026-08-05,medianoche,ARROZ,25,dado,orig28
2026-08-05,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-06,mediodia,PECHUGA,100,dado,orig28
2026-08-06,mediodia,MUSLO,25,dado,orig28
2026-08-06,mediodia,ZAPALLITO,25,dado,orig28
2026-08-06,mediodia,ARROZ,25,dado,orig28
2026-08-06,mediodia,JUREL,25,no_dado,orig28
2026-08-06,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-06,mediodia,TAURINA,"0,25",dado,orig28
2026-08-06,mediodia,FM,1,no_dado,orig28
2026-08-06,medianoche,PECHUGA,100,dado,orig28
2026-08-06,medianoche,MUSLO,25,dado,orig28
2026-08-06,medianoche,ZAPALLITO,25,dado,orig28
2026-08-06,medianoche,ARROZ,25,dado,orig28
2026-08-06,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-07,mediodia,PECHUGA,100,dado,orig28
2026-08-07,mediodia,MUSLO,25,dado,orig28
2026-08-07,mediodia,ZAPALLITO,25,dado,orig28
2026-08-07,mediodia,ARROZ,25,dado,orig28
2026-08-07,mediodia,JUREL,25,dado,orig28
2026-08-07,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-07,mediodia,TAURINA,"0,25",dado,orig28
2026-08-07,mediodia,FM,1,no_dado,orig28
2026-08-07,medianoche,PECHUGA,100,dado,orig28
2026-08-07,medianoche,MUSLO,25,dado,orig28
2026-08-07,medianoche,ZAPALLITO,25,dado,orig28
2026-08-07,medianoche,ARROZ,25,dado,orig28
2026-08-07,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-08,mediodia,PECHUGA,100,dado,orig28
2026-08-08,mediodia,MUSLO,25,dado,orig28
2026-08-08,mediodia,ZAPALLITO,25,dado,orig28
2026-08-08,mediodia,ARROZ,25,dado,orig28
2026-08-08,mediodia,JUREL,25,no_dado,orig28
2026-08-08,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-08,mediodia,TAURINA,"0,25",dado,orig28
2026-08-08,mediodia,FM,1,no_dado,orig28
2026-08-08,medianoche,PECHUGA,100,dado,orig28
2026-08-08,medianoche,MUSLO,25,dado,orig28
2026-08-08,medianoche,ZAPALLITO,25,dado,orig28
2026-08-08,medianoche,ARROZ,25,dado,orig28
2026-08-08,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-09,mediodia,PECHUGA,100,dado,orig28
2026-08-09,mediodia,MUSLO,25,dado,orig28
2026-08-09,mediodia,ZAPALLITO,25,dado,orig28
2026-08-09,mediodia,ARROZ,25,dado,orig28
2026-08-09,mediodia,JUREL,25,dado,orig28
2026-08-09,mediodia,CALCIVET,"0,5",dado,orig28
2026-08-09,mediodia,TAURINA,"0,25",dado,orig28
2026-08-09,mediodia,FM,1,no_dado,orig28
2026-08-09,medianoche,PECHUGA,100,dado,orig28
2026-08-09,medianoche,MUSLO,25,dado,orig28
2026-08-09,medianoche,ZAPALLITO,25,dado,orig28
2026-08-09,medianoche,ARROZ,25,dado,orig28
2026-08-09,medianoche,CALCIVET,"0,5",dado,orig28
2026-08-10,mediodia,PECHUGA,100,dado,orig31
2026-08-10,mediodia,MUSLO,25,dado,orig31
2026-08-10,mediodia,ZAPALLITO,25,dado,orig31
2026-08-10,mediodia,ARROZ,25,dado,orig31
2026-08-10,mediodia,JUREL,25,no_dado,orig31
2026-08-10,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-10,mediodia,TAURINA,"0,25",dado,orig31
2026-08-10,mediodia,FM,1,no_dado,orig31
2026-08-10,medianoche,PECHUGA,100,dado,orig31
2026-08-10,medianoche,MUSLO,25,dado,orig31
2026-08-10,medianoche,ZAPALLITO,25,dado,orig31
2026-08-10,medianoche,ARROZ,25,dado,orig31
2026-08-10,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-11,mediodia,PECHUGA,100,dado,orig31
2026-08-11,mediodia,MUSLO,25,dado,orig31
2026-08-11,mediodia,ZAPALLITO,25,dado,orig31
2026-08-11,mediodia,ARROZ,25,dado,orig31
2026-08-11,mediodia,JUREL,25,dado,orig31
2026-08-11,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-11,mediodia,TAURINA,"0,25",dado,orig31
2026-08-11,mediodia,FM,1,dado,orig31
2026-08-11,medianoche,PECHUGA,100,dado,orig31
2026-08-11,medianoche,MUSLO,25,dado,orig31
2026-08-11,medianoche,ZAPALLITO,25,dado,orig31
2026-08-11,medianoche,ARROZ,25,dado,orig31
2026-08-11,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-12,mediodia,PECHUGA,100,dado,orig31
2026-08-12,mediodia,MUSLO,25,dado,orig31
2026-08-12,mediodia,ZAPALLITO,25,dado,orig31
2026-08-12,mediodia,ARROZ,25,dado,orig31
2026-08-12,mediodia,JUREL,25,no_dado,orig31
2026-08-12,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-12,mediodia,TAURINA,"0,25",dado,orig31
2026-08-12,mediodia,FM,1,no_dado,orig31
2026-08-12,medianoche,PECHUGA,100,dado,orig31
2026-08-12,medianoche,MUSLO,25,dado,orig31
2026-08-12,medianoche,ZAPALLITO,25,dado,orig31
2026-08-12,medianoche,ARROZ,25,dado,orig31
2026-08-12,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-13,mediodia,PECHUGA,100,dado,orig31
2026-08-13,mediodia,MUSLO,25,dado,orig31
2026-08-13,mediodia,ZAPALLITO,25,dado,orig31
2026-08-13,mediodia,ARROZ,25,dado,orig31
2026-08-13,mediodia,JUREL,25,dado,orig31
2026-08-13,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-13,mediodia,TAURINA,"0,25",dado,orig31
2026-08-13,mediodia,FM,1,no_dado,orig31
2026-08-13,medianoche,PECHUGA,100,dado,orig31
2026-08-13,medianoche,MUSLO,25,dado,orig31
2026-08-13,medianoche,ZAPALLITO,25,dado,orig31
2026-08-13,medianoche,ARROZ,25,dado,orig31
2026-08-13,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-14,mediodia,PECHUGA,100,dado,orig31
2026-08-14,mediodia,MUSLO,25,dado,orig31
2026-08-14,mediodia,ZAPALLITO,25,dado,orig31
2026-08-14,mediodia,ARROZ,25,dado,orig31
2026-08-14,mediodia,JUREL,25,no_dado,orig31
2026-08-14,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-14,mediodia,TAURINA,"0,25",dado,orig31
2026-08-14,mediodia,FM,1,no_dado,orig31
2026-08-14,medianoche,PECHUGA,100,dado,orig31
2026-08-14,medianoche,MUSLO,25,dado,orig31
2026-08-14,medianoche,ZAPALLITO,25,dado,orig31
2026-08-14,medianoche,ARROZ,25,dado,orig31
2026-08-14,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-15,mediodia,PECHUGA,100,dado,orig31
2026-08-15,mediodia,MUSLO,25,dado,orig31
2026-08-15,mediodia,ZAPALLITO,25,dado,orig31
2026-08-15,mediodia,ARROZ,25,dado,orig31
2026-08-15,mediodia,JUREL,25,dado,orig31
2026-08-15,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-15,mediodia,TAURINA,"0,25",dado,orig31
2026-08-15,mediodia,FM,1,no_dado,orig31
2026-08-15,medianoche,PECHUGA,100,dado,orig31
2026-08-15,medianoche,MUSLO,25,dado,orig31
2026-08-15,medianoche,ZAPALLITO,25,dado,orig31
2026-08-15,medianoche,ARROZ,25,dado,orig31
2026-08-15,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-16,mediodia,PECHUGA,100,dado,orig31
2026-08-16,mediodia,MUSLO,25,dado,orig31
2026-08-16,mediodia,ZAPALLITO,25,dado,orig31
2026-08-16,mediodia,ARROZ,25,dado,orig31
2026-08-16,mediodia,JUREL,25,no_dado,orig31
2026-08-16,mediodia,CALCIVET,"0,5",dado,orig31
2026-08-16,mediodia,TAURINA,"0,25",dado,orig31
2026-08-16,mediodia,FM,1,no_dado,orig31
2026-08-16,medianoche,PECHUGA,100,dado,orig31
2026-08-16,medianoche,MUSLO,25,dado,orig31
2026-08-16,medianoche,ZAPALLITO,25,dado,orig31
2026-08-16,medianoche,ARROZ,25,dado,orig31
2026-08-16,medianoche,CALCIVET,"0,5",dado,orig31
2026-08-17,mediodia,PECHUGA,100,dado,orig33
2026-08-17,mediodia,MUSLO,25,dado,orig33
2026-08-17,mediodia,ZAPALLITO,25,dado,orig33
2026-08-17,mediodia,ARROZ,25,dado,orig33
2026-08-17,mediodia,JUREL,25,dado,orig33
2026-08-17,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-17,mediodia,TAURINA,"0,25",dado,orig33
2026-08-17,mediodia,FM,1,no_dado,orig33
2026-08-17,mediodia,ZANAHORIA,25,no_dado,orig33
2026-08-17,medianoche,PECHUGA,100,dado,orig33
2026-08-17,medianoche,MUSLO,25,dado,orig33
2026-08-17,medianoche,ZAPALLITO,25,dado,orig33
2026-08-17,medianoche,ARROZ,25,dado,orig33
2026-08-17,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-17,medianoche,ZANAHORIA,25,no_dado,orig33
2026-08-18,mediodia,PECHUGA,100,dado,orig33
2026-08-18,mediodia,MUSLO,25,dado,orig33
2026-08-18,mediodia,ZAPALLITO,25,dado,orig33
2026-08-18,mediodia,ARROZ,25,dado,orig33
2026-08-18,mediodia,JUREL,25,no_dado,orig33
2026-08-18,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-18,mediodia,TAURINA,"0,25",dado,orig33
2026-08-18,mediodia,FM,1,no_dado,orig33
2026-08-18,mediodia,ZANAHORIA,25,no_dado,orig33
2026-08-18,medianoche,PECHUGA,100,dado,orig33
2026-08-18,medianoche,MUSLO,25,dado,orig33
2026-08-18,medianoche,ZAPALLITO,25,dado,orig33
2026-08-18,medianoche,ARROZ,25,dado,orig33
2026-08-18,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-18,medianoche,ZANAHORIA,25,no_dado,orig33
2026-08-19,mediodia,PECHUGA,100,dado,orig33
2026-08-19,mediodia,MUSLO,25,dado,orig33
2026-08-19,mediodia,ZAPALLITO,25,dado,orig33
2026-08-19,mediodia,ARROZ,25,dado,orig33
2026-08-19,mediodia,JUREL,25,dado,orig33
2026-08-19,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-19,mediodia,TAURINA,"0,25",dado,orig33
2026-08-19,mediodia,FM,1,no_dado,orig33
2026-08-19,mediodia,ZANAHORIA,25,no_dado,orig33
2026-08-19,medianoche,PECHUGA,100,dado,orig33
2026-08-19,medianoche,MUSLO,25,dado,orig33
2026-08-19,medianoche,ZAPALLITO,25,dado,orig33
2026-08-19,medianoche,ARROZ,25,dado,orig33
2026-08-19,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-19,medianoche,ZANAHORIA,25,no_dado,orig33
2026-08-20,mediodia,PECHUGA,100,dado,orig33
2026-08-20,mediodia,MUSLO,25,dado,orig33
2026-08-20,mediodia,ZAPALLITO,25,no_dado,orig33
2026-08-20,mediodia,ARROZ,25,dado,orig33
2026-08-20,mediodia,JUREL,25,no_dado,orig33
2026-08-20,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-20,mediodia,TAURINA,"0,25",dado,orig33
2026-08-20,mediodia,FM,1,no_dado,orig33
2026-08-20,mediodia,ZANAHORIA,25,no_dado,orig33
2026-08-20,medianoche,PECHUGA,100,dado,orig33
2026-08-20,medianoche,MUSLO,25,dado,orig33
2026-08-20,medianoche,ZAPALLITO,25,dado,orig33
2026-08-20,medianoche,ARROZ,25,dado,orig33
2026-08-20,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-20,medianoche,ZANAHORIA,25,no_dado,orig33
2026-08-21,mediodia,PECHUGA,100,dado,orig33
2026-08-21,mediodia,MUSLO,25,dado,orig33
2026-08-21,mediodia,ZAPALLITO,25,dado,orig33
2026-08-21,mediodia,ARROZ,25,dado,orig33
2026-08-21,mediodia,JUREL,25,dado,orig33
2026-08-21,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-21,mediodia,TAURINA,"0,25",dado,orig33
2026-08-21,mediodia,FM,1,no_dado,orig33
2026-08-21,mediodia,ZANAHORIA,25,no_dado,orig33
2026-08-21,medianoche,PECHUGA,100,dado,orig33
2026-08-21,medianoche,MUSLO,25,dado,orig33
2026-08-21,medianoche,ZAPALLITO,25,no_dado,orig33
2026-08-21,medianoche,ARROZ,25,dado,orig33
2026-08-21,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-21,medianoche,ZANAHORIA,25,dado,orig33
2026-08-22,mediodia,PECHUGA,100,dado,orig33
2026-08-22,mediodia,MUSLO,25,dado,orig33
2026-08-22,mediodia,ZAPALLITO,25,dado,orig33
2026-08-22,mediodia,ARROZ,25,dado,orig33
2026-08-22,mediodia,JUREL,25,no_dado,orig33
2026-08-22,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-22,mediodia,TAURINA,"0,25",dado,orig33
2026-08-22,mediodia,FM,1,no_dado,orig33
2026-08-22,mediodia,ZANAHORIA,25,no_dado,orig33
2026-08-22,medianoche,PECHUGA,100,dado,orig33
2026-08-22,medianoche,MUSLO,25,no_dado,orig33
2026-08-22,medianoche,ZAPALLITO,25,no_dado,orig33
2026-08-22,medianoche,ARROZ,25,dado,orig33
2026-08-22,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-22,medianoche,ZANAHORIA,25,dado,orig33
2026-08-23,mediodia,PECHUGA,100,dado,orig33
2026-08-23,mediodia,MUSLO,25,no_dado,orig33
2026-08-23,mediodia,ZAPALLITO,25,no_dado,orig33
2026-08-23,mediodia,ARROZ,25,dado,orig33
2026-08-23,mediodia,JUREL,25,dado,orig33
2026-08-23,mediodia,CALCIVET,"0,5",dado,orig33
2026-08-23,mediodia,TAURINA,"0,25",dado,orig33
2026-08-23,mediodia,FM,1,no_dado,orig33
2026-08-23,mediodia,ZANAHORIA,25,dado,orig33
2026-08-23,medianoche,PECHUGA,100,dado,orig33
2026-08-23,medianoche,MUSLO,25,no_dado,orig33
2026-08-23,medianoche,ZAPALLITO,25,no_dado,orig33
2026-08-23,medianoche,ARROZ,25,dado,orig33
2026-08-23,medianoche,CALCIVET,"0,5",dado,orig33
2026-08-23,medianoche,ZANAHORIA,25,dado,orig33
2026-08-24,mediodia,PECHUGA,100,dado,orig35
2026-08-24,mediodia,MUSLO,25,no_dado,orig35
2026-08-24,mediodia,ZAPALLITO,25,no_dado,orig35
2026-08-24,mediodia,ARROZ,25,dado,orig35
2026-08-24,mediodia,JUREL,25,no_dado,orig35
2026-08-24,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-24,mediodia,TAURINA,"0,25",dado,orig35
2026-08-24,mediodia,ZANAHORIA,25,dado,orig35
2026-08-24,medianoche,PECHUGA,100,dado,orig35
2026-08-24,medianoche,MUSLO,25,no_dado,orig35
2026-08-24,medianoche,ZAPALLITO,25,no_dado,orig35
2026-08-24,medianoche,ARROZ,25,dado,orig35
2026-08-24,medianoche,CALCIVET,"0,5",dado,orig35
2026-08-24,medianoche,ZANAHORIA,25,dado,orig35
2026-08-25,mediodia,PECHUGA,100,dado,orig35
2026-08-25,mediodia,MUSLO,25,no_dado,orig35
2026-08-25,mediodia,ZAPALLITO,25,no_dado,orig35
2026-08-25,mediodia,ARROZ,25,dado,orig35
2026-08-25,mediodia,JUREL,25,no_dado,orig35
2026-08-25,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-25,mediodia,TAURINA,"0,25",dado,orig35
2026-08-25,mediodia,ZANAHORIA,25,dado,orig35
2026-08-25,medianoche,PECHUGA,100,dado,orig35
2026-08-25,medianoche,MUSLO,25,dado,orig35
2026-08-25,medianoche,ZAPALLITO,25,dado,orig35
2026-08-25,medianoche,ARROZ,25,dado,orig35
2026-08-25,medianoche,CALCIVET,"0,5",dado,orig35
2026-08-25,medianoche,ZANAHORIA,25,dado,orig35
2026-08-26,mediodia,PECHUGA,100,dado,orig35
2026-08-26,mediodia,MUSLO,25,dado,orig35
2026-08-26,mediodia,ZAPALLITO,25,dado,orig35
2026-08-26,mediodia,ARROZ,25,dado,orig35
2026-08-26,mediodia,JUREL,25,no_dado,orig35
2026-08-26,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-26,mediodia,TAURINA,"0,25",dado,orig35
2026-08-26,mediodia,ZANAHORIA,25,dado,orig35
2026-08-26,medianoche,PECHUGA,100,dado,orig35
2026-08-26,medianoche,MUSLO,25,dado,orig35
2026-08-26,medianoche,ZAPALLITO,25,dado,orig35
2026-08-26,medianoche,ARROZ,25,dado,orig35
2026-08-26,medianoche,CALCIVET,"0,5",dado,orig35
2026-08-26,medianoche,ZANAHORIA,25,no_dado,orig35
2026-08-27,mediodia,PECHUGA,100,dado,orig35
2026-08-27,mediodia,MUSLO,25,dado,orig35
2026-08-27,mediodia,ZAPALLITO,25,dado,orig35
2026-08-27,mediodia,ARROZ,25,dado,orig35
2026-08-27,mediodia,JUREL,25,dado,orig35
2026-08-27,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-27,mediodia,TAURINA,"0,25",dado,orig35
2026-08-27,mediodia,ZANAHORIA,25,no_dado,orig35
2026-08-27,medianoche,PECHUGA,100,dado,orig35
2026-08-27,medianoche,MUSLO,25,dado,orig35
2026-08-27,medianoche,ZAPALLITO,25,dado,orig35
2026-08-27,medianoche,ARROZ,25,no_dado,orig35
2026-08-27,medianoche,CALCIVET,"0,5",dado,orig35
2026-08-27,medianoche,ZANAHORIA,25,no_dado,orig35
2026-08-28,mediodia,PECHUGA,100,dado,orig35
2026-08-28,mediodia,MUSLO,25,dado,orig35
2026-08-28,mediodia,ZAPALLITO,25,dado,orig35
2026-08-28,mediodia,ARROZ,25,dado,orig35
2026-08-28,mediodia,JUREL,25,no_dado,orig35
2026-08-28,mediodia,CALCIVET,"0,5",dado,orig35
2026-08-28,mediodia,TAURINA,"0,25",dado,orig35
2026-08-28,mediodia,ZANAHORIA,25,no_dado,orig35
2026-08-28,medianoche,PECHUGA,100,dado,orig35
2026-08-28,medianoche,MUSLO,25,dado,orig35
2026-08-28,medianoche,ZAPALLITO,25,dado,orig35
2026-08-28,medianoche,ARROZ,25,dado,orig35
2026-08-28,medianoche,CALCIVET,"0,5",dado,orig35
